Site,Good,Bad,Completion,Bad Tags
81 cena/pad;CENA_WYN_JF,159,83,Needs work,CENA_WYN_JF_2H/FuelGas_1/PRESSURE_A(85.173:50);CENA_WYN_JF_2H/FuelGas_1/PRESSURE_B(85.220:50);CENA_WYN_JF_2H/Lineheater_1/STATUS_BMS_PERMISSIVE(102.24:147);CENA_WYN_JF_2H/Lineheater_1/TEMPERATURE_FLOWLINE(108.50:35);CENA_WYN_JF_2H/MeterGas_1/AVERAGE_PREVIOUS_DAY_TEMPERATURE(126.6:4);CENA_WYN_JF_2H/MeterGas_1/SPECIFIC_GRAVITY(112.23:1);CENA_WYN_JF_4H/FuelGas_1/PRESSURE_A(85.173:49);CENA_WYN_JF_4H/FuelGas_1/PRESSURE_B(85.220:49);CENA_WYN_JF_4H/Lineheater_1/SETPOINT_BMS_LOW(98.19:23);CENA_WYN_JF_4H/Lineheater_1/STATUS_BMS_PERMISSIVE(102.24:146);CENA_WYN_JF_4H/Lineheater_1/TEMPERATURE_FLOWLINE(108.50:34);CENA_WYN_JF_4H/MeterGas_1/BTU_FACTOR(112.22:0);CENA_WYN_JF_4H/MeterGas_1/SPECIFIC_GRAVITY(112.23:0);CENA_WYN_JF/Compressor_1/STATUS_LEVEL_LOW(68.17:129);CENA_WYN_JF/MeterGas_1/VOLUME_ACCUMULATED(228.76:10);CENA_WYN_JF/MeterGas_1/VOLUME_CURRENT_MONTH(228.74:10);CENA_WYN_JF/MeterGas_1/VOLUME_PREVIOUS_MONTH(228.75:10);CENA_WYN_JF_2H/WellIO_1/COMMAND_ESD(98.33:31);CENA_WYN_JF_2H/WellIO_1/DENSITY(98.3:1);CENA_WYN_JF_2H/WellIO_1/DRIVE_GAIN(98.4:1);CENA_WYN_JF_2H/WellIO_1/PERCENTAGE_CURRENT_B(103.21:68);CENA_WYN_JF_2H/WellIO_1/PRESSURE_CASING_INTERMEDIATE(85.79:41);CENA_WYN_JF_2H/WellIO_1/RATE_COROLIS(98.1:1);CENA_WYN_JF_2H/WellIO_1/STATUS_ESD(102.24:177);CENA_WYN_JF_2H/WellIO_1/STATUS_ESD_B(228.102:4);CENA_WYN_JF_2H/WellIO_1/TOTAL_ACCUMULATED(98.10:1);CENA_WYN_JF_2H/WellIO_1/TOTAL_MONTH(98.8:1);CENA_WYN_JF_2H/WellIO_1/TOTAL_PREVIOUS_MONTH(98.9:1);CENA_WYN_JF_2H/WellIO_1/TOTAL_TODAY(98.6:1);CENA_WYN_JF_2H/WellIO_1/TOTAL_YESTERDAY(98.7:1);CENA_WYN_JF_2H/WellheadChoke/COMMAND_ESD(98.33:31);CENA_WYN_JF_2H/WellheadChoke/DENSITY(98.3:1);CENA_WYN_JF_2H/WellheadChoke/DRIVE_GAIN(98.4:1);CENA_WYN_JF_2H/WellheadChoke/PERCENTAGE_CURRENT_B(103.21:68);CENA_WYN_JF_2H/WellheadChoke/PRESSURE_CASING_INTERMEDIATE(85.79:41);CENA_WYN_JF_2H/WellheadChoke/RATE_COROLIS(98.1:1);CENA_WYN_JF_2H/WellheadChoke/STATUS_ESD(102.24:177);CENA_WYN_JF_2H/WellheadChoke/STATUS_ESD_B(228.102:4);CENA_WYN_JF_2H/WellheadChoke/TOTAL_ACCUMULATED(98.10:1);CENA_WYN_JF_2H/WellheadChoke/TOTAL_MONTH(98.8:1);CENA_WYN_JF_2H/WellheadChoke/TOTAL_PREVIOUS_MONTH(98.9:1);CENA_WYN_JF_2H/WellheadChoke/TOTAL_TODAY(98.6:1);CENA_WYN_JF_2H/WellheadChoke/TOTAL_YESTERDAY(98.7:1);CENA_WYN_JF_2H/WellheadChoke_1/COMMAND_ESD(98.33:31);CENA_WYN_JF_2H/WellheadChoke_1/DENSITY(98.3:1);CENA_WYN_JF_2H/WellheadChoke_1/DRIVE_GAIN(98.4:1);CENA_WYN_JF_2H/WellheadChoke_1/PERCENTAGE_CURRENT_B(103.21:68);CENA_WYN_JF_2H/WellheadChoke_1/PRESSURE_CASING_INTERMEDIATE(85.79:41);CENA_WYN_JF_2H/WellheadChoke_1/RATE_COROLIS(98.1:1);CENA_WYN_JF_2H/WellheadChoke_1/STATUS_ESD(102.24:177);CENA_WYN_JF_2H/WellheadChoke_1/STATUS_ESD_B(228.102:4);CENA_WYN_JF_2H/WellheadChoke_1/TOTAL_ACCUMULATED(98.10:1);CENA_WYN_JF_2H/WellheadChoke_1/TOTAL_MONTH(98.8:1);CENA_WYN_JF_2H/WellheadChoke_1/TOTAL_PREVIOUS_MONTH(98.9:1);CENA_WYN_JF_2H/WellheadChoke_1/TOTAL_TODAY(98.6:1);CENA_WYN_JF_2H/WellheadChoke_1/TOTAL_YESTERDAY(98.7:1);CENA_WYN_JF_4H/WellIO_1/DENSITY(98.3:0);CENA_WYN_JF_4H/WellIO_1/DRIVE_GAIN(98.4:0);CENA_WYN_JF_4H/WellIO_1/RATE_COROLIS(98.1:0);CENA_WYN_JF_4H/WellIO_1/STATUS_ESD_B(228.102:3);CENA_WYN_JF_4H/WellIO_1/TOTAL_ACCUMULATED(98.10:0);CENA_WYN_JF_4H/WellIO_1/TOTAL_MONTH(98.8:0);CENA_WYN_JF_4H/WellIO_1/TOTAL_PREVIOUS_MONTH(98.9:0);CENA_WYN_JF_4H/WellIO_1/TOTAL_TODAY(98.6:0);CENA_WYN_JF_4H/WellIO_1/TOTAL_YESTERDAY(98.7:0);CENA_WYN_JF_4H/WellheadChoke/DENSITY(98.3:0);CENA_WYN_JF_4H/WellheadChoke/DRIVE_GAIN(98.4:0);CENA_WYN_JF_4H/WellheadChoke/RATE_COROLIS(98.1:0);CENA_WYN_JF_4H/WellheadChoke/STATUS_ESD_B(228.102:3);CENA_WYN_JF_4H/WellheadChoke/TOTAL_ACCUMULATED(98.10:0);CENA_WYN_JF_4H/WellheadChoke/TOTAL_MONTH(98.8:0);CENA_WYN_JF_4H/WellheadChoke/TOTAL_PREVIOUS_MONTH(98.9:0);CENA_WYN_JF_4H/WellheadChoke/TOTAL_TODAY(98.6:0);CENA_WYN_JF_4H/WellheadChoke/TOTAL_YESTERDAY(98.7:0);CENA_WYN_JF_4H/WellheadChoke_1/DENSITY(98.3:0);CENA_WYN_JF_4H/WellheadChoke_1/DRIVE_GAIN(98.4:0);CENA_WYN_JF_4H/WellheadChoke_1/RATE_COROLIS(98.1:0);CENA_WYN_JF_4H/WellheadChoke_1/STATUS_ESD_B(228.102:3);CENA_WYN_JF_4H/WellheadChoke_1/TOTAL_ACCUMULATED(98.10:0);CENA_WYN_JF_4H/WellheadChoke_1/TOTAL_MONTH(98.8:0);CENA_WYN_JF_4H/WellheadChoke_1/TOTAL_PREVIOUS_MONTH(98.9:0);CENA_WYN_JF_4H/WellheadChoke_1/TOTAL_TODAY(98.6:0);CENA_WYN_JF_4H/WellheadChoke_1/TOTAL_YESTERDAY(98.7:0)
81 cena/wells/well_1;CENA_WYN_JF_4H,55,34,Needs work,CENA_WYN_JF_4H/FuelGas_1/PRESSURE_A(85.173:49);CENA_WYN_JF_4H/FuelGas_1/PRESSURE_B(85.220:49);CENA_WYN_JF_4H/Lineheater_1/SETPOINT_BMS_LOW(98.19:23);CENA_WYN_JF_4H/Lineheater_1/STATUS_BMS_PERMISSIVE(102.24:146);CENA_WYN_JF_4H/Lineheater_1/TEMPERATURE_FLOWLINE(108.50:34);CENA_WYN_JF_4H/MeterGas_1/BTU_FACTOR(112.22:0);CENA_WYN_JF_4H/MeterGas_1/SPECIFIC_GRAVITY(112.23:0);CENA_WYN_JF_4H/WellIO_1/DENSITY(98.3:0);CENA_WYN_JF_4H/WellIO_1/DRIVE_GAIN(98.4:0);CENA_WYN_JF_4H/WellIO_1/RATE_COROLIS(98.1:0);CENA_WYN_JF_4H/WellIO_1/STATUS_ESD_B(228.102:3);CENA_WYN_JF_4H/WellIO_1/TOTAL_ACCUMULATED(98.10:0);CENA_WYN_JF_4H/WellIO_1/TOTAL_MONTH(98.8:0);CENA_WYN_JF_4H/WellIO_1/TOTAL_PREVIOUS_MONTH(98.9:0);CENA_WYN_JF_4H/WellIO_1/TOTAL_TODAY(98.6:0);CENA_WYN_JF_4H/WellIO_1/TOTAL_YESTERDAY(98.7:0);CENA_WYN_JF_4H/WellheadChoke/DENSITY(98.3:0);CENA_WYN_JF_4H/WellheadChoke/DRIVE_GAIN(98.4:0);CENA_WYN_JF_4H/WellheadChoke/RATE_COROLIS(98.1:0);CENA_WYN_JF_4H/WellheadChoke/STATUS_ESD_B(228.102:3);CENA_WYN_JF_4H/WellheadChoke/TOTAL_ACCUMULATED(98.10:0);CENA_WYN_JF_4H/WellheadChoke/TOTAL_MONTH(98.8:0);CENA_WYN_JF_4H/WellheadChoke/TOTAL_PREVIOUS_MONTH(98.9:0);CENA_WYN_JF_4H/WellheadChoke/TOTAL_TODAY(98.6:0);CENA_WYN_JF_4H/WellheadChoke/TOTAL_YESTERDAY(98.7:0);CENA_WYN_JF_4H/WellheadChoke_1/DENSITY(98.3:0);CENA_WYN_JF_4H/WellheadChoke_1/DRIVE_GAIN(98.4:0);CENA_WYN_JF_4H/WellheadChoke_1/RATE_COROLIS(98.1:0);CENA_WYN_JF_4H/WellheadChoke_1/STATUS_ESD_B(228.102:3);CENA_WYN_JF_4H/WellheadChoke_1/TOTAL_ACCUMULATED(98.10:0);CENA_WYN_JF_4H/WellheadChoke_1/TOTAL_MONTH(98.8:0);CENA_WYN_JF_4H/WellheadChoke_1/TOTAL_PREVIOUS_MONTH(98.9:0);CENA_WYN_JF_4H/WellheadChoke_1/TOTAL_TODAY(98.6:0);CENA_WYN_JF_4H/WellheadChoke_1/TOTAL_YESTERDAY(98.7:0)
81 cena/wells/well_2;CENA_WYN_JF_2H,44,45,Needs work,CENA_WYN_JF_2H/FuelGas_1/PRESSURE_A(85.173:50);CENA_WYN_JF_2H/FuelGas_1/PRESSURE_B(85.220:50);CENA_WYN_JF_2H/Lineheater_1/STATUS_BMS_PERMISSIVE(102.24:147);CENA_WYN_JF_2H/Lineheater_1/TEMPERATURE_FLOWLINE(108.50:35);CENA_WYN_JF_2H/MeterGas_1/AVERAGE_PREVIOUS_DAY_TEMPERATURE(126.6:4);CENA_WYN_JF_2H/MeterGas_1/SPECIFIC_GRAVITY(112.23:1);CENA_WYN_JF_2H/WellIO_1/COMMAND_ESD(98.33:31);CENA_WYN_JF_2H/WellIO_1/DENSITY(98.3:1);CENA_WYN_JF_2H/WellIO_1/DRIVE_GAIN(98.4:1);CENA_WYN_JF_2H/WellIO_1/PERCENTAGE_CURRENT_B(103.21:68);CENA_WYN_JF_2H/WellIO_1/PRESSURE_CASING_INTERMEDIATE(85.79:41);CENA_WYN_JF_2H/WellIO_1/RATE_COROLIS(98.1:1);CENA_WYN_JF_2H/WellIO_1/STATUS_ESD(102.24:177);CENA_WYN_JF_2H/WellIO_1/STATUS_ESD_B(228.102:4);CENA_WYN_JF_2H/WellIO_1/TOTAL_ACCUMULATED(98.10:1);CENA_WYN_JF_2H/WellIO_1/TOTAL_MONTH(98.8:1);CENA_WYN_JF_2H/WellIO_1/TOTAL_PREVIOUS_MONTH(98.9:1);CENA_WYN_JF_2H/WellIO_1/TOTAL_TODAY(98.6:1);CENA_WYN_JF_2H/WellIO_1/TOTAL_YESTERDAY(98.7:1);CENA_WYN_JF_2H/WellheadChoke/COMMAND_ESD(98.33:31);CENA_WYN_JF_2H/WellheadChoke/DENSITY(98.3:1);CENA_WYN_JF_2H/WellheadChoke/DRIVE_GAIN(98.4:1);CENA_WYN_JF_2H/WellheadChoke/PERCENTAGE_CURRENT_B(103.21:68);CENA_WYN_JF_2H/WellheadChoke/PRESSURE_CASING_INTERMEDIATE(85.79:41);CENA_WYN_JF_2H/WellheadChoke/RATE_COROLIS(98.1:1);CENA_WYN_JF_2H/WellheadChoke/STATUS_ESD(102.24:177);CENA_WYN_JF_2H/WellheadChoke/STATUS_ESD_B(228.102:4);CENA_WYN_JF_2H/WellheadChoke/TOTAL_ACCUMULATED(98.10:1);CENA_WYN_JF_2H/WellheadChoke/TOTAL_MONTH(98.8:1);CENA_WYN_JF_2H/WellheadChoke/TOTAL_PREVIOUS_MONTH(98.9:1);CENA_WYN_JF_2H/WellheadChoke/TOTAL_TODAY(98.6:1);CENA_WYN_JF_2H/WellheadChoke/TOTAL_YESTERDAY(98.7:1);CENA_WYN_JF_2H/WellheadChoke_1/COMMAND_ESD(98.33:31);CENA_WYN_JF_2H/WellheadChoke_1/DENSITY(98.3:1);CENA_WYN_JF_2H/WellheadChoke_1/DRIVE_GAIN(98.4:1);CENA_WYN_JF_2H/WellheadChoke_1/PERCENTAGE_CURRENT_B(103.21:68);CENA_WYN_JF_2H/WellheadChoke_1/PRESSURE_CASING_INTERMEDIATE(85.79:41);CENA_WYN_JF_2H/WellheadChoke_1/RATE_COROLIS(98.1:1);CENA_WYN_JF_2H/WellheadChoke_1/STATUS_ESD(102.24:177);CENA_WYN_JF_2H/WellheadChoke_1/STATUS_ESD_B(228.102:4);CENA_WYN_JF_2H/WellheadChoke_1/TOTAL_ACCUMULATED(98.10:1);CENA_WYN_JF_2H/WellheadChoke_1/TOTAL_MONTH(98.8:1);CENA_WYN_JF_2H/WellheadChoke_1/TOTAL_PREVIOUS_MONTH(98.9:1);CENA_WYN_JF_2H/WellheadChoke_1/TOTAL_TODAY(98.6:1);CENA_WYN_JF_2H/WellheadChoke_1/TOTAL_YESTERDAY(98.7:1)
81 cermak/pad;CERMAK_SMF_JF,63,2,Close,CERMAK_SMF_JF/MeterGas_1/BTU_FACTOR(0.0:0);CERMAK_SMF_JF/MeterGas_1/SPECIFIC_GRAVITY(0.0:0)
81 cermak/wells/well_1;CERMAK_NE_SMF_JF_3H,35,7,Needs work,CERMAK_NE_SMF_JF_3H/FuelGas_1/PRESSURE_A(85.173:121);CERMAK_NE_SMF_JF_3H/FuelGas_1/PRESSURE_B(85.220:121);CERMAK_NE_SMF_JF_3H/MeterGas_1/AVERAGE_PREVIOUS_DAY_PRESSURE_DP(126.6:1);CERMAK_NE_SMF_JF_3H/MeterGas_1/AVERAGE_PREVIOUS_DAY_PRESSURE_STATIC(126.6:2);CERMAK_NE_SMF_JF_3H/MeterGas_1/AVERAGE_PREVIOUS_DAY_TEMPERATURE(126.6:3);CERMAK_NE_SMF_JF_3H/MeterGas_1/SPECIFIC_GRAVITY(112.23:0);CERMAK_NE_SMF_JF_3H/WellIO_1/SETPOINT_ALLOWED_PRESSURE_DECLINE(74.6:0)
81 cermak/wells/well_2;CERMAK_NE_SMF_JF_5H,37,7,Needs work,CERMAK_NE_SMF_JF_5H/FuelGas_1/PRESSURE_A(85.173:121);CERMAK_NE_SMF_JF_5H/FuelGas_1/PRESSURE_B(85.220:121);CERMAK_NE_SMF_JF_5H/MeterGas_1/AVERAGE_PREVIOUS_DAY_PRESSURE_DP(126.6:2);CERMAK_NE_SMF_JF_5H/MeterGas_1/AVERAGE_PREVIOUS_DAY_PRESSURE_STATIC(126.6:3);CERMAK_NE_SMF_JF_5H/MeterGas_1/AVERAGE_PREVIOUS_DAY_TEMPERATURE(126.6:4);CERMAK_NE_SMF_JF_5H/MeterGas_1/SPECIFIC_GRAVITY(112.23:1);CERMAK_NE_SMF_JF_5H/WellIO_1/SETPOINT_ALLOWED_PRESSURE_DECLINE(74.6:1)
81 cesario/pad;CESARIO_MTP_JF,49,12,Needs work,CESARIO_MTP_JF/TankWater_1/TEMPERATURE(98.3:20);CESARIO_MTP_JF/TankWater_1/VOLUME_TOTAL(196.32:0);CESARIO_MTP_JF/TankWater_2/TEMPERATURE(98.3:21);CESARIO_MTP_JF/TankWater_2/VOLUME_TOTAL(196.32:1);CESARIO_MTP_JF/Compressor_1/LEL_STATUS(101.3:164);CESARIO_MTP_JF/MeterGas_1/BTU_FACTOR(0.0:0);CESARIO_MTP_JF/MeterGas_1/SPECIFIC_GRAVITY(0.0:0);CESARIO_MTP_JF/MeterGas_1/VOLUME_ACCUMULATED(228.76:10);CESARIO_MTP_JF/MeterGas_1/VOLUME_CURRENT_MONTH(228.74:10);CESARIO_MTP_JF/MeterGas_1/VOLUME_PREVIOUS_MONTH(228.75:10);CESARIO_MTP_JF/PadIO_1/PRESSURE_SALES(103.21:74);CESARIO_MTP_JF/PadIO_1/STATUS_BYPASS(71.43:30)
81 cesario/wells/well_1;CESARIO_NE_MTP_JF_5H,34,8,Needs work,CESARIO_NE_MTP_JF_5H/MeterGas_1/BTU_FACTOR(112.22:0);CESARIO_NE_MTP_JF_5H/MeterGas_1/SPECIFIC_GRAVITY(112.23:0);CESARIO_NE_MTP_JF_5H/WellIO_1/DENSITY(98.3:0);CESARIO_NE_MTP_JF_5H/WellIO_1/DRIVE_GAIN(98.4:0);CESARIO_NE_MTP_JF_5H/WellIO_1/RATE_COROLIS(98.1:0);CESARIO_NE_MTP_JF_5H/WellIO_1/TOTAL_ACCUMULATED(98.10:0);CESARIO_NE_MTP_JF_5H/WellIO_1/TOTAL_MONTH(98.8:0);CESARIO_NE_MTP_JF_5H/WellIO_1/TOTAL_PREVIOUS_MONTH(98.9:0)
81 cesario/wells/well_2;CESARIO_N_MTP_JF_3H,34,8,Needs work,CESARIO_N_MTP_JF_3H/MeterGas_1/AVERAGE_PREVIOUS_DAY_TEMPERATURE(126.6:4);CESARIO_N_MTP_JF_3H/MeterGas_1/SPECIFIC_GRAVITY(112.23:1);CESARIO_N_MTP_JF_3H/WellIO_1/DENSITY(98.3:1);CESARIO_N_MTP_JF_3H/WellIO_1/DRIVE_GAIN(98.4:1);CESARIO_N_MTP_JF_3H/WellIO_1/RATE_COROLIS(98.1:1);CESARIO_N_MTP_JF_3H/WellIO_1/TOTAL_ACCUMULATED(98.10:1);CESARIO_N_MTP_JF_3H/WellIO_1/TOTAL_MONTH(98.8:1);CESARIO_N_MTP_JF_3H/WellIO_1/TOTAL_PREVIOUS_MONTH(98.9:1)
81 cesario/wells/well_3;CESARIO_NW_MTP_JF_1H,33,9,Needs work,CESARIO_NW_MTP_JF_1H/MeterGas_1/AVERAGE_PREVIOUS_DAY_PRESSURE_STATIC(126.6:4);CESARIO_NW_MTP_JF_1H/MeterGas_1/AVERAGE_PREVIOUS_DAY_TEMPERATURE(126.6:5);CESARIO_NW_MTP_JF_1H/MeterGas_1/SPECIFIC_GRAVITY(112.23:2);CESARIO_NW_MTP_JF_1H/WellIO_1/DENSITY(98.3:2);CESARIO_NW_MTP_JF_1H/WellIO_1/DRIVE_GAIN(98.4:2);CESARIO_NW_MTP_JF_1H/WellIO_1/RATE_COROLIS(98.1:2);CESARIO_NW_MTP_JF_1H/WellIO_1/TOTAL_ACCUMULATED(98.10:2);CESARIO_NW_MTP_JF_1H/WellIO_1/TOTAL_MONTH(98.8:2);CESARIO_NW_MTP_JF_1H/WellIO_1/TOTAL_PREVIOUS_MONTH(98.9:2)
81 club/pad;CLUB_SMF_JF,58,16,Needs work,CLUB_SMF_JF/MeterGas_2/BTU_FACTOR(98.20:9);CLUB_SMF_JF/MeterGas_2/PRESSURE_DP(113.26:5);CLUB_SMF_JF/MeterGas_2/PRESSURE_STATIC(113.28:5);CLUB_SMF_JF/MeterGas_2/RATE_FLOW_DAILY(114.0:5);CLUB_SMF_JF/MeterGas_2/SPECIFIC_GRAVITY(98.19:9);CLUB_SMF_JF/MeterGas_2/TEMPERATURE(113.30:5);CLUB_SMF_JF/MeterGas_2/VOLUME_CURRENT_DAY(114.19:5);CLUB_SMF_JF/MeterGas_2/VOLUME_PREVIOUS_DAY(114.20:5);CLUB_SMF_JF/MeterGas_3/BTU_FACTOR(98.20:10);CLUB_SMF_JF/MeterGas_3/PRESSURE_DP(113.26:6);CLUB_SMF_JF/MeterGas_3/PRESSURE_STATIC(113.28:6);CLUB_SMF_JF/MeterGas_3/RATE_FLOW_DAILY(114.0:6);CLUB_SMF_JF/MeterGas_3/SPECIFIC_GRAVITY(98.19:10);CLUB_SMF_JF/MeterGas_3/TEMPERATURE(113.30:6);CLUB_SMF_JF/MeterGas_3/VOLUME_CURRENT_DAY(114.19:6);CLUB_SMF_JF/MeterGas_3/VOLUME_PREVIOUS_DAY(114.20:6)
81 club/wells/well_1;CLUB_NW_SMF_JF_1H,44,5,Needs work,CLUB_NW_SMF_JF_1H/Lineheater_1/PERCENTAGE_MANUAL_SETPOINT(104.14:112);CLUB_NW_SMF_JF_1H/Lineheater_1/TEMPERATURE_FLOWLINE(108.50:32);CLUB_NW_SMF_JF_1H/MeterGas_1/SPECIFIC_GRAVITY(112.23:0);CLUB_NW_SMF_JF_1H/MeterGas_1/VOLUME_ACCUMULATED(114.23:0);CLUB_NW_SMF_JF_1H/WellIO_1/SETPOINT_ALLOWED_PRESSURE_DECLINE(74.6:0)
81 club/wells/well_2;CLUB_NW_SMF_JF_3H,35,14,Needs work,CLUB_NW_SMF_JF_3H/Lineheater_1/PERCENTAGE_CURRENT(103.21:89);CLUB_NW_SMF_JF_3H/Lineheater_1/PERCENTAGE_MANUAL_SETPOINT(104.14:113);CLUB_NW_SMF_JF_3H/Lineheater_1/SETPOINT_BMS_HIGH(98.18:22);CLUB_NW_SMF_JF_3H/Lineheater_1/SETPOINT_BMS_LOW(98.19:22);CLUB_NW_SMF_JF_3H/Lineheater_1/TEMPERATURE_BATH(98.2:11);CLUB_NW_SMF_JF_3H/Lineheater_1/TEMPERATURE_FLOWLINE(108.50:33);CLUB_NW_SMF_JF_3H/MeterGas_1/AVERAGE_PREVIOUS_DAY_TEMPERATURE(126.6:4);CLUB_NW_SMF_JF_3H/MeterGas_1/ENERGY_PREVIOUS_DAY(114.30:1);CLUB_NW_SMF_JF_3H/MeterGas_1/RATE_ENERGY_DAILY(114.1:1);CLUB_NW_SMF_JF_3H/MeterGas_1/RATE_MASS_DAILY(114.34:1);CLUB_NW_SMF_JF_3H/MeterGas_1/SPECIFIC_GRAVITY(112.23:1);CLUB_NW_SMF_JF_3H/MeterGas_1/VOLUME_ACCUMULATED(114.23:1);CLUB_NW_SMF_JF_3H/WellIO_1/SETPOINT_ALLOWED_PRESSURE_DECLINE(74.6:1);CLUB_NW_SMF_JF_3H/WellIO_1/STATUS_ESD_B(102.24:208)
81 club/wells/well_3;CLUB_NE_SMF_JF_5H,31,14,Needs work,CLUB_NE_SMF_JF_5H/Lineheater_1/PERCENTAGE_CURRENT(103.21:90);CLUB_NE_SMF_JF_5H/Lineheater_1/PERCENTAGE_MANUAL_SETPOINT(104.14:114);CLUB_NE_SMF_JF_5H/Lineheater_1/SETPOINT_BMS_HIGH(98.18:23);CLUB_NE_SMF_JF_5H/Lineheater_1/SETPOINT_BMS_LOW(98.19:23);CLUB_NE_SMF_JF_5H/Lineheater_1/TEMPERATURE_BATH(98.2:12);CLUB_NE_SMF_JF_5H/Lineheater_1/TEMPERATURE_FLOWLINE(108.50:34);CLUB_NE_SMF_JF_5H/MeterGas_1/AVERAGE_PREVIOUS_DAY_PRESSURE_STATIC(126.6:4);CLUB_NE_SMF_JF_5H/MeterGas_1/AVERAGE_PREVIOUS_DAY_TEMPERATURE(126.6:5);CLUB_NE_SMF_JF_5H/MeterGas_1/ENERGY_PREVIOUS_DAY(114.30:2);CLUB_NE_SMF_JF_5H/MeterGas_1/RATE_ENERGY_DAILY(114.1:2);CLUB_NE_SMF_JF_5H/MeterGas_1/RATE_MASS_DAILY(114.34:2);CLUB_NE_SMF_JF_5H/MeterGas_1/SPECIFIC_GRAVITY(112.23:2);CLUB_NE_SMF_JF_5H/MeterGas_1/VOLUME_ACCUMULATED(114.23:2);CLUB_NE_SMF_JF_5H/WellIO_1/STATUS_ESD_B(102.24:210)
81 club/wells/well_4;CLUB_NE_SMF_JF_7H,29,17,Needs work,CLUB_NE_SMF_JF_7H/Lineheater_1/PERCENTAGE_MANUAL_SETPOINT(104.14:115);CLUB_NE_SMF_JF_7H/Lineheater_1/SETPOINT_BMS_HIGH(98.18:24);CLUB_NE_SMF_JF_7H/Lineheater_1/SETPOINT_BMS_LOW(98.19:24);CLUB_NE_SMF_JF_7H/Lineheater_1/TEMPERATURE_FLOWLINE(108.50:35);CLUB_NE_SMF_JF_7H/MeterGas_1/AVERAGE_PREVIOUS_DAY_PRESSURE_DP(126.6:4);CLUB_NE_SMF_JF_7H/MeterGas_1/AVERAGE_PREVIOUS_DAY_PRESSURE_STATIC(126.6:5);CLUB_NE_SMF_JF_7H/MeterGas_1/AVERAGE_PREVIOUS_DAY_TEMPERATURE(126.6:6);CLUB_NE_SMF_JF_7H/MeterGas_1/ENERGY_PREVIOUS_DAY(114.30:3);CLUB_NE_SMF_JF_7H/MeterGas_1/MASS_PREVIOUS_DAY(114.25:3);CLUB_NE_SMF_JF_7H/MeterGas_1/RATE_ENERGY_DAILY(114.1:3);CLUB_NE_SMF_JF_7H/MeterGas_1/RATE_MASS_DAILY(114.34:3);CLUB_NE_SMF_JF_7H/MeterGas_1/TIME_FLOW_PREVIOUS_DAY(114.25:3);CLUB_NE_SMF_JF_7H/MeterGas_1/VOLUME_ACCUMULATED(114.23:3);CLUB_NE_SMF_JF_7H/MeterWater_1/RATE_FLOW_DAILY(103.21:99);CLUB_NE_SMF_JF_7H/MeterWater_1/VOLUME_CURRENT_DAY(98.14:3);CLUB_NE_SMF_JF_7H/MeterWater_1/VOLUME_PREVIOUS_DAY(98.15:3);CLUB_NE_SMF_JF_7H/WellIO_1/SETPOINT_ALLOWED_PRESSURE_DECLINE(74.6:0)
81 club/wells/well_5;CLUB_SE_SMF_JF_8H,27,22,Needs work,CLUB_SE_SMF_JF_8H/Lineheater_1/PERCENTAGE_CURRENT(103.21:92);CLUB_SE_SMF_JF_8H/Lineheater_1/PERCENTAGE_MANUAL_SETPOINT(104.14:116);CLUB_SE_SMF_JF_8H/Lineheater_1/SETPOINT_BMS_HIGH(98.18:25);CLUB_SE_SMF_JF_8H/Lineheater_1/SETPOINT_BMS_LOW(98.19:25);CLUB_SE_SMF_JF_8H/Lineheater_1/TEMPERATURE_BATH(98.2:14);CLUB_SE_SMF_JF_8H/Lineheater_1/TEMPERATURE_FLOWLINE(108.50:36);CLUB_SE_SMF_JF_8H/MeterGas_1/AVERAGE_PREVIOUS_DAY_PRESSURE_DP(126.6:5);CLUB_SE_SMF_JF_8H/MeterGas_1/AVERAGE_PREVIOUS_DAY_PRESSURE_STATIC(126.6:6);CLUB_SE_SMF_JF_8H/MeterGas_1/AVERAGE_PREVIOUS_DAY_TEMPERATURE(126.6:7);CLUB_SE_SMF_JF_8H/MeterGas_1/BTU_FACTOR(112.22:4);CLUB_SE_SMF_JF_8H/MeterGas_1/ENERGY_PREVIOUS_DAY(114.30:4);CLUB_SE_SMF_JF_8H/MeterGas_1/MASS_PREVIOUS_DAY(114.25:4);CLUB_SE_SMF_JF_8H/MeterGas_1/RATE_ENERGY_DAILY(114.1:4);CLUB_SE_SMF_JF_8H/MeterGas_1/RATE_MASS_DAILY(114.34:4);CLUB_SE_SMF_JF_8H/MeterGas_1/SPECIFIC_GRAVITY(112.23:4);CLUB_SE_SMF_JF_8H/MeterGas_1/TIME_FLOW_PREVIOUS_DAY(114.25:4);CLUB_SE_SMF_JF_8H/MeterGas_1/VOLUME_ACCUMULATED(114.23:4);CLUB_SE_SMF_JF_8H/MeterWater_1/RATE_FLOW_DAILY(103.21:100);CLUB_SE_SMF_JF_8H/MeterWater_1/VOLUME_CURRENT_DAY(98.14:4);CLUB_SE_SMF_JF_8H/MeterWater_1/VOLUME_PREVIOUS_DAY(98.15:4);CLUB_SE_SMF_JF_8H/WellIO_1/SETPOINT_ALLOWED_PRESSURE_DECLINE(74.6:1);CLUB_SE_SMF_JF_8H/WellIO_1/STATUS_ESD_B(102.24:208)
